game_date,team_name,season,team_points,team_fg_percentage,team_ft_percentage,team_3pt_percentage,team_assists,team_rebounds,team_win
12/21/2022,Lakers,2022,120,0.5,0.833,0.458,25,39,0
12/19/2022,Lakers,2022,104,0.448,0.824,0.429,13,38,0
12/11/2022,Lakers,2022,124,0.548,0.778,0.423,31,42,1
12/9/2022,Lakers,2022,122,0.5,0.767,0.355,29,37,0
12/7/2022,Lakers,2022,113,0.425,0.914,0.212,16,46,0
12/6/2022,Lakers,2022,102,0.427,0.833,0.167,16,43,0
12/4/2022,Lakers,2022,130,0.542,0.727,0.385,34,51,1
12/2/2022,Lakers,2022,133,0.542,0.75,0.423,32,44,1
11/26/2022,Lakers,2022,143,0.58,0.865,0.515,25,39,1
11/25/2022,Lakers,2022,105,0.482,0.85,0.296,28,49,1
11/22/2022,Lakers,2022,105,0.424,0.829,0.182,19,45,0
11/9/2022,Lakers,2022,101,0.455,0.647,0.313,26,43,0
11/7/2022,Lakers,2022,116,0.488,0.9,0.375,15,33,0
10/28/2022,Lakers,2022,102,0.416,0.704,0.31,20,55,0
10/26/2022,Lakers,2022,99,0.444,0.688,0.267,25,47,0
10/18/2022,Lakers,2022,109,0.426,0.76,0.25,23,48,0
10/14/2022,Lakers,2022,86,0.358,0.645,0.242,18,37,0
10/9/2022,Lakers,2022,124,0.5,0.944,0.436,24,38,1
12/18/2022,Lakers,2022,119,0.5,0.727,0.407,29,43,1
12/16/2022,Lakers,2022,126,0.527,0.75,0.364,29,45,1
12/13/2022,Lakers,2022,118,0.473,0.733,0.276,23,49,0
11/30/2022,Lakers,2022,128,0.495,0.692,0.378,28,48,1
11/28/2022,Lakers,2022,115,0.43,0.774,0.355,23,57,0
11/20/2022,Lakers,2022,123,0.529,0.875,0.353,29,54,1
11/18/2022,Lakers,2022,128,0.551,0.875,0.35,29,44,1
11/13/2022,Lakers,2022,116,0.484,0.85,0.407,25,45,1
11/11/2022,Lakers,2022,114,0.477,0.769,0.4,22,41,0
11/6/2022,Lakers,2022,100,0.46,0.571,0.296,24,43,0
11/4/2022,Lakers,2022,116,0.482,0.893,0.423,22,40,0
11/2/2022,Lakers,2022,120,0.459,0.87,0.278,30,56,1
10/30/2022,Lakers,2022,121,0.479,0.8,0.433,24,51,1
10/23/2022,Lakers,2022,104,0.446,0.8,0.182,26,40,0
10/20/2022,Lakers,2022,97,0.351,0.846,0.2,23,38,0
10/12/2022,Lakers,2022,113,0.446,0.784,0.256,26,52,0
10/6/2022,Lakers,2022,99,0.34,0.733,0.224,23,54,0
10/5/2022,Lakers,2022,115,0.427,0.727,0.317,26,47,0
10/3/2022,Lakers,2022,75,0.312,0.625,0.233,17,49,0
4/10/2022,Lakers,2021,146,0.468,0.894,0.372,26,50,1
4/7/2022,Lakers,2021,112,0.446,0.763,0.281,14,42,0
4/5/2022,Lakers,2021,110,0.453,0.767,0.31,22,46,0
3/31/2022,Lakers,2021,109,0.494,0.714,0.28,18,40,0
3/29/2022,Lakers,2021,110,0.449,0.818,0.273,20,48,0
3/27/2022,Lakers,2021,108,0.525,0.625,0.4,26,39,0
3/21/2022,Lakers,2021,131,0.564,0.813,0.375,34,41,1
3/19/2022,Lakers,2021,119,0.527,0.909,0.371,25,41,0
3/18/2022,Lakers,2021,128,0.49,0.714,0.442,33,43,1
3/16/2022,Lakers,2021,104,0.419,0.696,0.227,23,38,0
3/13/2022,Lakers,2021,111,0.444,0.742,0.4,24,37,0
3/9/2022,Lakers,2021,130,0.465,0.692,0.383,25,48,0
3/7/2022,Lakers,2021,110,0.473,0.696,0.308,19,43,0
3/3/2022,Lakers,2021,111,0.488,0.773,0.343,26,36,0
2/12/2022,Lakers,2021,115,0.466,0.667,0.407,25,48,0
2/9/2022,Lakers,2021,105,0.554,0.462,0.459,29,38,0
2/3/2022,Lakers,2021,110,0.466,0.68,0.379,19,44,0
1/30/2022,Lakers,2021,121,0.54,0.522,0.429,29,38,0
1/28/2022,Lakers,2021,114,0.418,0.719,0.375,19,44,0
1/27/2022,Lakers,2021,87,0.409,1,0.207,19,42,0
1/25/2022,Lakers,2021,106,0.472,1,0.316,23,33,1
1/23/2022,Lakers,2021,107,0.456,0.8,0.275,20,38,0
1/21/2022,Lakers,2021,116,0.494,0.826,0.433,23,45,1
1/15/2022,Lakers,2021,96,0.439,0.737,0.333,21,41,0
1/12/2022,Lakers,2021,116,0.429,0.667,0.34,25,45,0
12/29/2021,Lakers,2021,99,0.453,0.75,0.366,24,39,0
12/28/2021,Lakers,2021,132,0.522,0.759,0.412,27,48,1
12/19/2021,Lakers,2021,110,0.512,0.636,0.353,25,46,0
12/17/2021,Lakers,2021,92,0.385,0.69,0.279,26,36,0
12/15/2021,Lakers,2021,107,0.433,0.778,0.385,24,46,1
12/10/2021,Lakers,2021,116,0.471,0.75,0.452,23,47,1
12/9/2021,Lakers,2021,95,0.462,0.647,0.4,26,45,0
11/30/2021,Lakers,2021,117,0.5,0.7,0.393,21,47,1
11/24/2021,Lakers,2021,124,0.442,0.862,0.405,20,52,1
11/23/2021,Lakers,2021,100,0.374,0.7,0.306,23,50,0
11/21/2021,Lakers,2021,121,0.489,0.778,0.323,29,51,1
11/19/2021,Lakers,2021,108,0.464,0.75,0.4,20,33,0
11/17/2021,Lakers,2021,102,0.417,0.833,0.279,24,48,0
11/6/2021,Lakers,2021,90,0.344,0.792,0.281,20,59,0
10/27/2021,Lakers,2021,115,0.5,0.857,0.314,29,40,0
10/26/2021,Lakers,2021,125,0.476,0.773,0.267,20,56,1
10/14/2021,Lakers,2021,112,0.468,0.625,0.31,25,56,0
10/8/2021,Lakers,2021,114,0.429,0.719,0.361,22,56,0
10/6/2021,Lakers,2021,105,0.464,0.789,0.353,24,40,0
4/8/2022,Lakers,2021,120,0.5,0.744,0.29,23,45,1
4/3/2022,Lakers,2021,118,0.533,0.667,0.3,31,40,0
4/1/2022,Lakers,2021,111,0.476,0.71,0.407,24,40,0
3/23/2022,Lakers,2021,121,0.515,0.625,0.367,25,45,0
3/14/2022,Lakers,2021,103,0.391,0.759,0.31,20,43,0
3/11/2022,Lakers,2021,122,0.527,0.706,0.452,25,37,1
3/5/2022,Lakers,2021,124,0.494,0.857,0.439,25,47,1
3/1/2022,Lakers,2021,104,0.451,0.8,0.412,22,37,0
2/27/2022,Lakers,2021,95,0.417,0.9,0.206,15,38,0
2/25/2022,Lakers,2021,102,0.419,0.762,0.258,18,47,0
2/16/2022,Lakers,2021,106,0.477,0.636,0.278,24,44,1
2/8/2022,Lakers,2021,116,0.518,0.6,0.313,28,41,0
2/5/2022,Lakers,2021,122,0.471,0.607,0.265,29,57,1
2/2/2022,Lakers,2021,99,0.423,0.667,0.367,25,53,1
1/19/2022,Lakers,2021,104,0.444,0.722,0.324,23,40,0
1/17/2022,Lakers,2021,101,0.442,0.609,0.297,15,45,1
1/9/2022,Lakers,2021,119,0.464,0.789,0.424,26,41,0
1/7/2022,Lakers,2021,134,0.495,0.895,0.415,37,47,1
1/4/2022,Lakers,2021,122,0.495,0.65,0.344,24,44,1
1/2/2022,Lakers,2021,108,0.48,0.793,0.317,20,28,1
12/31/2021,Lakers,2021,139,0.553,0.867,0.463,27,47,1
12/25/2021,Lakers,2021,115,0.417,0.893,0.286,29,47,0
12/23/2021,Lakers,2021,110,0.468,0.567,0.185,21,48,0
12/21/2021,Lakers,2021,90,0.391,0.652,0.2,14,47,0
12/12/2021,Lakers,2021,106,0.488,0.647,0.464,24,44,1
12/7/2021,Lakers,2021,117,0.516,0.765,0.296,25,51,1
12/3/2021,Lakers,2021,115,0.5,0.619,0.364,28,43,0
11/28/2021,Lakers,2021,110,0.5,0.6,0.281,32,42,1
11/26/2021,Lakers,2021,137,0.5,0.714,0.341,32,51,0
11/15/2021,Lakers,2021,103,0.456,0.806,0.188,19,43,0
11/14/2021,Lakers,2021,114,0.518,0.765,0.484,28,46,1
11/12/2021,Lakers,2021,83,0.354,0.8,0.22,17,44,0
11/10/2021,Lakers,2021,120,0.5,0.625,0.474,26,50,1
11/8/2021,Lakers,2021,126,0.484,0.714,0.406,30,51,1
11/4/2021,Lakers,2021,104,0.415,0.824,0.364,22,49,0
11/2/2021,Lakers,2021,119,0.527,0.75,0.24,26,43,1
10/31/2021,Lakers,2021,95,0.406,0.615,0.29,22,43,1
10/29/2021,Lakers,2021,113,0.548,0.9,0.444,24,42,1
10/24/2021,Lakers,2021,121,0.536,0.682,0.533,29,36,1
10/22/2021,Lakers,2021,105,0.395,0.759,0.441,25,46,0
10/19/2021,Lakers,2021,114,0.474,0.474,0.357,21,45,0
10/12/2021,Lakers,2021,99,0.414,0.773,0.323,22,52,0
10/10/2021,Lakers,2021,94,0.376,0.682,0.357,23,36,0
10/3/2021,Lakers,2021,97,0.364,0.688,0.314,17,41,0
6/1/2021,Lakers,2020,85,0.345,0.714,0.343,14,51,0
5/25/2021,Lakers,2020,109,0.45,0.871,0.303,24,39,1
5/23/2021,Lakers,2020,90,0.434,0.607,0.269,19,33,0
5/16/2021,Lakers,2020,110,0.469,0.6,0.314,30,42,1
5/15/2021,Lakers,2020,122,0.477,0.806,0.379,25,45,1
5/7/2021,Lakers,2020,101,0.416,0.727,0.367,19,49,0
5/6/2021,Lakers,2020,94,0.379,0.621,0.278,21,34,0
4/28/2021,Lakers,2020,107,0.438,0.619,0.294,31,41,0
4/26/2021,Lakers,2020,114,0.54,0.643,0.355,23,44,1
4/24/2021,Lakers,2020,93,0.384,0.789,0.267,22,36,0
4/22/2021,Lakers,2020,110,0.478,0.824,0.333,26,45,0
4/13/2021,Lakers,2020,101,0.415,0.944,0.364,24,38,1
4/12/2021,Lakers,2020,96,0.438,0.778,0.333,22,33,0
4/10/2021,Lakers,2020,126,0.505,0.65,0.559,30,47,1
4/8/2021,Lakers,2020,104,0.443,0.88,0.343,26,40,0
4/6/2021,Lakers,2020,110,0.494,0.636,0.45,29,49,1
4/4/2021,Lakers,2020,86,0.4,0.75,0.304,16,36,0
4/2/2021,Lakers,2020,115,0.473,0.6,0.515,26,55,1
3/23/2021,Lakers,2020,111,0.424,0.7,0.486,25,34,0
1/1/2021,Lakers,2020,109,0.406,0.813,0.424,27,58,1
12/30/2020,Lakers,2020,121,0.561,0.75,0.538,25,47,1
3/21/2021,Lakers,2020,94,0.412,0.679,0.2,20,41,0
3/15/2021,Lakers,2020,128,0.628,0.76,0.407,36,46,1
3/3/2021,Lakers,2020,120,0.527,0.714,0.444,27,41,0
2/24/2021,Lakers,2020,89,0.4,0.65,0.242,17,45,0
2/16/2021,Lakers,2020,112,0.545,0.81,0.423,20,38,1
2/14/2021,Lakers,2020,105,0.46,0.655,0.214,27,46,0
2/1/2021,Lakers,2020,107,0.519,0.833,0.304,24,31,1
1/30/2021,Lakers,2020,96,0.44,0.684,0.29,20,45,1
1/28/2021,Lakers,2020,92,0.409,0.667,0.429,25,44,0
1/27/2021,Lakers,2020,106,0.477,0.64,0.333,20,37,0
1/25/2021,Lakers,2020,115,0.483,0.75,0.313,21,40,1
1/23/2021,Lakers,2020,101,0.456,0.806,0.211,20,42,1
1/21/2021,Lakers,2020,113,0.466,0.8,0.514,25,38,1
1/13/2021,Lakers,2020,128,0.495,0.773,0.459,26,50,1
1/12/2021,Lakers,2020,117,0.5,0.704,0.438,26,55,1
1/10/2021,Lakers,2020,120,0.505,0.75,0.345,28,49,1
1/5/2021,Lakers,2020,94,0.437,0.818,0.29,24,52,1
1/3/2021,Lakers,2020,108,0.461,0.737,0.343,24,49,1
12/18/2020,Lakers,2020,114,0.506,0.593,0.533,25,33,1
12/16/2020,Lakers,2020,112,0.476,0.75,0.4,20,47,1
6/3/2021,Lakers,2020,100,0.418,0.875,0.286,21,35,0
5/30/2021,Lakers,2020,92,0.395,0.714,0.325,19,50,0
5/27/2021,Lakers,2020,109,0.442,0.867,0.25,19,51,1
5/19/2021,Lakers,2020,103,0.407,0.76,0.323,27,49,1
5/12/2021,Lakers,2020,124,0.571,0.591,0.35,28,41,1
5/11/2021,Lakers,2020,101,0.416,0.789,0.429,31,53,1
5/9/2021,Lakers,2020,123,0.488,0.78,0.433,24,41,1
5/3/2021,Lakers,2020,93,0.438,0.696,0.433,18,43,1
5/2/2021,Lakers,2020,114,0.482,0.677,0.379,32,44,0
4/30/2021,Lakers,2020,106,0.506,0.714,0.25,24,43,0
4/19/2021,Lakers,2020,97,0.43,0.68,0.429,17,32,0
4/17/2021,Lakers,2020,127,0.516,0.87,0.333,26,52,1
4/15/2021,Lakers,2020,113,0.449,0.684,0.324,28,36,0
3/31/2021,Lakers,2020,97,0.402,0.773,0.278,22,40,0
3/28/2021,Lakers,2020,96,0.415,0.739,0.275,25,52,1
3/26/2021,Lakers,2020,100,0.487,0.72,0.231,23,45,1
3/25/2021,Lakers,2020,101,0.436,0.727,0.346,22,42,0
12/28/2020,Lakers,2020,107,0.471,0.833,0.37,20,41,0
12/27/2020,Lakers,2020,127,0.556,0.778,0.371,32,46,1
12/25/2020,Lakers,2020,138,0.56,0.708,0.487,33,53,1
12/22/2020,Lakers,2020,109,0.469,0.774,0.31,22,45,0
3/20/2021,Lakers,2020,94,0.42,0.75,0.308,18,52,0
3/18/2021,Lakers,2020,116,0.478,0.75,0.333,23,48,1
3/16/2021,Lakers,2020,137,0.575,0.857,0.5,37,43,1
3/12/2021,Lakers,2020,105,0.447,0.769,0.318,20,44,1
3/2/2021,Lakers,2020,104,0.506,0.765,0.355,18,34,0
2/28/2021,Lakers,2020,117,0.471,0.684,0.355,22,60,1
2/26/2021,Lakers,2020,102,0.42,0.75,0.259,25,52,1
2/22/2021,Lakers,2020,124,0.471,0.647,0.341,29,45,0
2/20/2021,Lakers,2020,94,0.393,0.882,0.289,25,43,0
2/18/2021,Lakers,2020,98,0.482,0.714,0.267,21,39,0
2/12/2021,Lakers,2020,115,0.506,0.697,0.2,26,47,1
2/10/2021,Lakers,2020,114,0.472,0.833,0.286,22,43,1
2/8/2021,Lakers,2020,119,0.463,0.759,0.237,28,59,1
2/6/2021,Lakers,2020,135,0.56,0.857,0.474,32,41,1
2/4/2021,Lakers,2020,114,0.568,0.636,0.333,29,40,1
1/18/2021,Lakers,2020,113,0.482,0.727,0.31,23,50,0
1/15/2021,Lakers,2020,112,0.419,0.731,0.405,31,44,1
1/8/2021,Lakers,2020,117,0.506,0.852,0.414,21,42,1
1/7/2021,Lakers,2020,109,0.5,0.619,0.333,21,48,0
12/13/2020,Lakers,2020,131,0.568,0.677,0.72,28,45,1
12/11/2020,Lakers,2020,87,0.357,0.8,0.318,15,46,1
10/11/2020,Lakers,2019,106,0.483,0.643,0.314,23,46,1
10/6/2020,Lakers,2019,102,0.443,0.857,0.359,25,42,1
10/4/2020,Lakers,2019,104,0.43,0.759,0.333,23,43,0
9/24/2020,Lakers,2019,114,0.475,0.8,0.333,23,41,1
9/22/2020,Lakers,2019,106,0.518,0.636,0.231,27,25,0
9/10/2020,Lakers,2019,110,0.489,0.938,0.3,30,52,1
9/8/2020,Lakers,2019,112,0.551,0.696,0.333,25,43,1
8/24/2020,Lakers,2019,135,0.563,0.667,0.436,29,41,1
8/22/2020,Lakers,2019,116,0.5,0.651,0.333,26,55,1
8/8/2020,Lakers,2019,111,0.42,0.737,0.333,20,44,0
8/6/2020,Lakers,2019,97,0.455,0.694,0.105,18,48,0
8/3/2020,Lakers,2019,116,0.5,0.806,0.346,23,38,1
8/1/2020,Lakers,2019,92,0.354,0.727,0.25,17,40,0
7/25/2020,Lakers,2019,119,0.569,0.778,0.45,24,49,1
3/8/2020,Lakers,2019,112,0.448,0.857,0.286,22,45,1
3/1/2020,Lakers,2019,122,0.515,0.9,0.371,23,36,1
2/29/2020,Lakers,2019,88,0.409,0.583,0.25,26,45,0
2/27/2020,Lakers,2019,116,0.511,0.667,0.333,24,44,1
2/12/2020,Lakers,2019,120,0.505,0.519,0.364,29,49,1
2/8/2020,Lakers,2019,125,0.524,0.735,0.483,29,47,1
2/1/2020,Lakers,2019,129,0.512,0.815,0.442,33,46,1
1/25/2020,Lakers,2019,91,0.461,0.652,0.194,23,35,0
1/23/2020,Lakers,2019,128,0.5,0.75,0.5,28,52,1
1/22/2020,Lakers,2019,100,0.439,0.679,0.333,18,43,1
1/20/2020,Lakers,2019,107,0.438,0.759,0.269,22,36,0
1/18/2020,Lakers,2019,124,0.484,0.719,0.333,25,49,1
1/11/2020,Lakers,2019,125,0.515,0.8,0.469,21,54,1
1/10/2020,Lakers,2019,129,0.528,0.781,0.417,18,49,1
12/28/2019,Lakers,2019,128,0.516,0.821,0.344,32,44,1
12/19/2019,Lakers,2019,104,0.463,0.783,0.343,24,38,0
12/17/2019,Lakers,2019,102,0.473,0.471,0.258,28,42,0
12/15/2019,Lakers,2019,101,0.429,0.727,0.161,21,56,1
12/13/2019,Lakers,2019,113,0.494,0.652,0.324,26,50,1
12/11/2019,Lakers,2019,96,0.425,0.526,0.387,20,49,1
12/6/2019,Lakers,2019,136,0.541,0.818,0.472,26,45,1
12/4/2019,Lakers,2019,121,0.511,0.6,0.483,27,46,1
12/3/2019,Lakers,2019,105,0.464,0.667,0.292,24,56,1
11/27/2019,Lakers,2019,114,0.518,0.72,0.333,25,37,1
11/25/2019,Lakers,2019,114,0.494,0.667,0.424,28,40,1
11/23/2019,Lakers,2019,109,0.452,0.69,0.333,19,40,1
11/22/2019,Lakers,2019,130,0.511,0.793,0.548,32,45,1
11/12/2019,Lakers,2019,123,0.537,0.524,0.4,39,44,1
11/5/2019,Lakers,2019,118,0.489,0.708,0.333,26,49,1
11/3/2019,Lakers,2019,103,0.483,0.684,0.25,21,46,1
11/1/2019,Lakers,2019,119,0.49,0.762,0.281,24,41,1
10/22/2019,Lakers,2019,102,0.435,0.714,0.394,20,41,0
10/18/2019,Lakers,2019,103,0.41,0.667,0.406,25,35,0
10/12/2019,Lakers,2019,77,0.337,0.632,0.156,14,39,0
10/5/2019,Lakers,2019,123,0.475,0.633,0.303,32,58,1
10/9/2020,Lakers,2019,108,0.463,0.857,0.368,21,41,0
10/2/2020,Lakers,2019,124,0.505,0.588,0.34,32,44,1
9/30/2020,Lakers,2019,116,0.452,0.926,0.395,26,54,1
9/26/2020,Lakers,2019,117,0.545,0.828,0.375,24,43,1
9/20/2020,Lakers,2019,105,0.446,0.947,0.361,23,44,1
9/18/2020,Lakers,2019,126,0.53,0.73,0.423,33,34,1
9/12/2020,Lakers,2019,119,0.527,0.759,0.514,25,50,1
9/6/2020,Lakers,2019,117,0.566,0.611,0.444,30,41,1
9/4/2020,Lakers,2019,97,0.422,0.842,0.289,18,41,0
8/29/2020,Lakers,2019,131,0.545,0.808,0.389,27,41,1
8/20/2020,Lakers,2019,111,0.478,0.9,0.368,26,50,1
8/18/2020,Lakers,2019,93,0.351,0.645,0.156,22,55,0
8/13/2020,Lakers,2019,122,0.49,0.733,0.429,29,47,0
8/10/2020,Lakers,2019,124,0.543,0.688,0.483,28,32,1
8/5/2020,Lakers,2019,86,0.352,0.655,0.135,17,46,0
7/30/2020,Lakers,2019,103,0.39,0.757,0.306,21,45,1
7/27/2020,Lakers,2019,123,0.494,0.71,0.464,22,47,1
7/23/2020,Lakers,2019,104,0.494,0.733,0.273,18,38,0
3/10/2020,Lakers,2019,102,0.46,0.583,0.375,24,46,0
3/6/2020,Lakers,2019,113,0.418,0.816,0.188,19,52,1
3/3/2020,Lakers,2019,120,0.535,0.833,0.394,25,43,1
2/25/2020,Lakers,2019,118,0.441,0.714,0.295,27,51,1
2/23/2020,Lakers,2019,114,0.453,0.676,0.324,20,46,1
2/21/2020,Lakers,2019,117,0.477,0.65,0.31,25,49,1
2/10/2020,Lakers,2019,125,0.516,0.68,0.378,28,59,1
2/6/2020,Lakers,2019,111,0.495,0.75,0.29,33,38,0
2/4/2020,Lakers,2019,129,0.588,0.68,0.429,28,58,1
1/31/2020,Lakers,2019,119,0.469,0.643,0.344,28,62,0
1/15/2020,Lakers,2019,118,0.495,0.636,0.395,34,48,0
1/13/2020,Lakers,2019,128,0.545,0.75,0.367,33,45,1
1/7/2020,Lakers,2019,117,0.5,0.857,0.472,27,48,1
1/5/2020,Lakers,2019,106,0.457,0.696,0.3,23,50,1
1/3/2020,Lakers,2019,123,0.5,0.821,0.483,29,47,1
1/1/2020,Lakers,2019,117,0.478,0.706,0.25,25,45,1
12/29/2019,Lakers,2019,108,0.487,0.821,0.391,28,39,1
12/25/2019,Lakers,2019,106,0.406,0.762,0.267,24,42,0
12/22/2019,Lakers,2019,104,0.47,0.727,0.345,18,45,0
12/8/2019,Lakers,2019,142,0.585,0.9,0.452,32,41,1
12/1/2019,Lakers,2019,100,0.46,0.813,0.259,25,45,0
11/29/2019,Lakers,2019,125,0.517,0.75,0.438,29,47,1
11/19/2019,Lakers,2019,112,0.483,0.632,0.452,29,46,1
11/17/2019,Lakers,2019,122,0.528,0.813,0.429,26,42,1
11/15/2019,Lakers,2019,99,0.42,0.909,0.297,22,41,1
11/13/2019,Lakers,2019,120,0.539,0.833,0.45,31,51,1
11/10/2019,Lakers,2019,104,0.436,0.632,0.333,31,51,0
11/8/2019,Lakers,2019,95,0.449,0.875,0.25,30,48,1
10/29/2019,Lakers,2019,120,0.465,0.846,0.269,25,54,1
10/27/2019,Lakers,2019,120,0.527,0.786,0.355,30,47,1
10/25/2019,Lakers,2019,95,0.395,0.792,0.308,19,42,1
10/16/2019,Lakers,2019,126,0.598,0.684,0.5,33,46,1
10/14/2019,Lakers,2019,104,0.418,0.769,0.348,25,48,1
10/10/2019,Lakers,2019,111,0.432,0.783,0.393,30,45,0
4/5/2019,Lakers,2018,122,0.448,0.815,0.438,28,55,1
4/2/2019,Lakers,2018,103,0.476,0.7,0.41,26,39,0
3/31/2019,Lakers,2018,130,0.475,0.864,0.395,30,46,1
3/27/2019,Lakers,2018,100,0.381,0.708,0.333,21,40,0
3/19/2019,Lakers,2018,101,0.384,0.826,0.372,20,42,0
3/17/2019,Lakers,2018,123,0.485,0.786,0.259,26,35,0
3/15/2019,Lakers,2018,97,0.419,0.731,0.24,24,47,0
3/14/2019,Lakers,2018,98,0.447,0.625,0.226,24,46,0
3/12/2019,Lakers,2018,123,0.547,0.8,0.394,23,41,1
3/2/2019,Lakers,2018,109,0.483,0.652,0.32,27,40,0
2/25/2019,Lakers,2018,105,0.449,0.75,0.37,25,46,0
2/23/2019,Lakers,2018,115,0.543,0.654,0.345,33,39,0
2/12/2019,Lakers,2018,113,0.432,0.68,0.35,25,44,0
2/10/2019,Lakers,2018,120,0.516,0.737,0.37,31,43,0
2/7/2019,Lakers,2018,129,0.515,0.389,0.537,35,43,1
2/5/2019,Lakers,2018,94,0.467,0.769,0.19,25,34,0
2/2/2019,Lakers,2018,101,0.438,0.588,0.259,23,49,0
1/31/2019,Lakers,2018,123,0.457,0.8,0.423,28,56,1
1/19/2019,Lakers,2018,134,0.521,0.8,0.27,27,56,0
1/17/2019,Lakers,2018,138,0.505,0.905,0.475,37,63,1
1/11/2019,Lakers,2018,95,0.359,0.667,0.185,14,55,0
1/7/2019,Lakers,2018,107,0.436,0.63,0.276,28,44,1
1/6/2019,Lakers,2018,86,0.368,0.607,0.227,20,48,0
12/27/2018,Lakers,2018,116,0.511,0.696,0.4,25,46,0
12/25/2018,Lakers,2018,127,0.553,0.741,0.394,27,49,1
12/18/2018,Lakers,2018,110,0.467,0.565,0.325,21,48,0
12/16/2018,Lakers,2018,110,0.484,0.611,0.306,24,43,0
